,genes,x_coord,y_coord,x_coord_plot,y_coord_plot,cluster_id
16368,TMX3,7.061174,16.591408,7.322706,16.083212,1401
16369,TMX4,12.13275,13.843535,12.0755825,10.896769,530
16370,TNC,0.9700626,15.118363,3.3325846,12.556601,1103
16371,TNF,-3.0975146,0.39161766,-3.0886207,0.7811852,538
16372,TNFAIP1,4.3647795,3.464781,2.127281,2.9463525,633
16373,TNFAIP2,-1.3419697,11.285422,3.045803,12.407446,321
16374,TNFAIP3,11.494019,2.5750587,10.984314,5.2991276,149
16375,TNFAIP6,9.434216,-5.21602,9.6950655,-5.1029353,164
16376,TNFAIP8,6.429539,9.125726,7.3000903,3.720654,422
16377,TNFAIP8L1,-4.9342003,9.464595,-3.216195,7.801291,111
16378,TNFAIP8L2,0.6123471,-3.6440516,3.4794664,5.0140214,458
16379,TNFAIP8L3,4.2134633,13.2546625,11.609166,9.562644,1166
16380,TNFRSF10A,10.778984,-2.1063507,12.493523,-2.129067,208
16381,TNFRSF10B,-6.064696,-0.6309736,-5.609458,0.08510021,165
16382,TNFRSF10C,0.2100484,0.6134564,-3.8340986,5.617788,352
16383,TNFRSF10D,2.1492264,11.168229,-1.8026972,3.805742,56
16384,TNFRSF11A,14.374964,10.75595,15.071287,8.113504,35
16385,TNFRSF11B,7.6535435,16.363956,7.877219,15.898272,82
16386,TNFRSF12A,-2.1842344,-0.14789097,-1.3471125,2.8634038,7
16387,TNFRSF13B,-4.0467024,-0.008332003,-0.67418116,-1.2929833,542
16388,TNFRSF13C,1.6799659,13.506443,0.019771216,14.32881,96
16389,TNFRSF14,-6.5348153,2.1089,-5.5539827,3.1582954,302
16390,TNFRSF17,16.088139,2.7859898,15.037676,2.8907766,252
16391,TNFRSF18,-0.7451122,3.2634757,-0.44352385,6.944238,1502
16392,TNFRSF19,0.95926917,10.389144,6.0278144,-2.815665,935
16393,TNFRSF1A,-5.941158,-0.49414787,-5.552218,-0.06231447,165
16394,TNFRSF1B,0.13388747,-1.2920799,2.193022,0.11930018,791
16395,TNFRSF21,6.955963,11.436124,6.914073,11.555441,410
16396,TNFRSF25,-4.635306,5.5378294,-6.1318407,9.369362,685
16397,TNFRSF4,-0.20678754,15.389094,-1.234671,15.556973,116
16398,TNFRSF6B,7.6996803,16.36,7.875517,15.910353,82
16399,TNFRSF8,-1.6077427,3.5790484,-3.3324525,3.1824143,468
16400,TNFRSF9,9.312225,12.762594,8.192286,12.486771,51
16401,TNFSF10,6.8258605,8.654441,2.7016191,5.998506,1567
16402,TNFSF11,11.506434,2.6460857,10.990303,5.30425,149
16403,TNFSF12,12.626594,10.756342,14.323892,11.557759,126
16404,TNFSF13,13.566516,4.979546,12.3356495,5.572294,630
16405,TNFSF13B,-3.6734025,5.9806056,-3.0493267,4.3646564,237
16406,TNFSF14,4.009023,-3.9498346,-0.36204967,0.45188153,526
16407,TNFSF15,10.853496,15.452772,10.801573,15.010741,64
16408,TNFSF18,16.184715,8.21033,14.931034,6.6889267,296
16409,TNFSF4,11.348061,-4.1561694,10.756513,-3.344652,94
16410,TNFSF8,12.041547,1.5085546,10.660562,1.0242509,214
16411,TNFSF9,7.8725224,9.913676,9.896353,8.8971,147
16412,TNIK,3.789754,14.756828,-2.18417,11.190016,898
16413,TNIP1,-6.5625744,2.116486,-5.547998,3.1733592,302
16414,TNIP2,-5.3763256,0.28143722,-5.1158743,-0.6683812,218
16415,TNIP3,16.415539,2.9153647,15.362166,2.6333084,210
16416,TNK1,0.15691635,10.340197,3.6827238,8.681545,843
16417,TNK2,-6.4094677,4.8508744,-7.7227774,3.8816319,44
16418,TNKS,5.83285,5.1731205,4.053851,-0.67938757,527
16419,TNKS1BP1,0.36632702,12.000078,0.07206617,11.762451,334
16420,TNKS2,-1.910169,1.7370671,-2.4451623,3.09338,263
16421,TNMD,14.078043,8.922071,13.68972,8.625995,746
16422,TNN,7.3820553,16.407715,7.591511,16.375774,82
16423,TNNC1,-0.47286618,-4.1975493,-0.52009404,-5.7138886,143
16424,TNNC2,9.532086,11.322604,11.3197,11.536157,319
16425,TNNI1,-0.47220737,2.11789,0.6440702,-1.5902689,550
16426,TNNI2,7.763937,-3.5868177,8.597293,-5.1196175,166
16427,TNNI3,-0.79429334,4.5787377,2.2021458,4.285972,125
16428,TNNI3K,10.606553,9.5018,8.285967,14.389655,83
16429,TNNT1,0.01966381,15.710423,-0.73530364,15.464731,724
16430,TNNT2,-0.30121052,-0.6930693,-0.24830513,-3.5111833,353
16431,TNNT3,-2.1543138,10.06155,-2.1666782,14.441096,781
16432,TNP1,13.46876,-1.4294931,14.954672,-0.86979926,455
16433,TNP2,12.406501,-0.755151,14.854709,0.10078638,71
16434,TNPO1,9.697337,2.4362497,4.981571,3.6302135,627
16435,TNPO2,3.3786688,3.9676497,4.750612,1.1613843,1025
16436,TNPO3,7.7781425,8.522956,10.518957,2.141109,1477
16437,TNR,0.551103,13.368023,0.2827902,13.176241,81
16438,TNRC18,1.248727,5.784842,4.075479,13.1802,1251
16439,TNRC6A,16.16299,2.747139,14.977205,2.9804347,252
16440,TNRC6B,6.7146053,13.975728,4.972101,13.727141,65
16441,TNRC6C,8.092041,0.50916326,4.154831,-2.8798156,644
16442,TNS1,-3.6487176,14.293689,4.795289,11.017928,957
16443,TNS2,7.997386,9.401946,6.264064,8.290618,585
16444,TNS3,5.8268323,5.1748686,4.0529675,-0.6822521,527
16445,TNS4,13.964117,7.6927714,13.31643,7.725084,246
16446,TNXB,-3.3892813,-2.89378,-2.7554016,-3.0193946,304
16447,TOB1,13.712879,3.2913275,13.282516,3.031997,303
16448,TOB2,2.0652418,4.347868,-0.95765585,7.3541627,1388
16449,TOE1,3.6493921,4.7541747,1.5162455,5.8451977,331
16450,TOGARAM1,6.6410384,16.894217,6.5437236,16.47157,139
16451,TOGARAM2,8.7340975,-4.1960816,6.5807815,-6.1767173,1076
16452,TOLLIP,-5.0755763,7.437003,-4.8491645,8.456174,244
16453,TOM1,-2.9937394,-1.0995967,1.0663869,-1.9545349,282
16454,TOM1L1,9.338662,1.4880909,9.461743,0.31971768,486
16455,TOM1L2,11.357263,-2.885956,11.965999,-2.6819003,255
16456,TOMM20,-1.2252623,8.026171,8.385383,11.254693,1589
16457,TOMM20L,13.278529,13.590885,12.002503,13.309688,73
16458,TOMM22,-1.2252809,8.025934,8.385209,11.254397,1589
16459,TOMM34,2.4956872,6.873752,6.9530306,9.853393,1464
16460,TOMM40,10.714621,4.6137705,9.290056,8.8827715,1134
16461,TOMM40L,2.097935,7.4633856,3.44898,5.0478687,656
16462,TOMM5,0.87052226,1.427056,-3.2526774,2.7426176,649
16463,TOMM6,11.442054,1.2094538,11.475333,-0.27406517,60
16464,TOMM7,9.55736,1.4147016,7.5154257,1.0408446,551
16465,TOMM70,4.193266,-0.15000936,7.9680357,4.813112,815
16466,TONSL,6.0827484,-1.5823753,5.545226,-1.5085498,1452
16467,TOP1,2.6435223,5.9115176,0.707437,7.661579,668
16468,TOP1MT,-3.518409,7.1740665,-0.92396104,6.6779547,811
16469,TOP2A,3.555918,11.426277,8.688333,9.730668,639
16470,TOP2B,16.391104,2.897068,15.292272,2.6310916,210
16471,TOP3A,2.6747954,5.96699,0.71798414,7.7654595,668
16472,TOP3B,-0.22008885,6.957488,5.776753,5.7520423,675
16473,TOPAZ1,-2.705327,13.4150715,-2.9942317,13.160421,480
16474,TOPBP1,6.959499,2.0425835,3.3777862,9.438669,317
16475,TOPORS,7.068721,16.627193,7.3255696,16.087711,1401
16476,TOR1A,2.7141395,6.0019636,0.7227022,7.762584,668
16477,TOR1AIP1,12.447768,10.875257,14.537474,11.8469,699
16478,TOR1AIP2,4.7732086,-3.4233565,-0.5098287,-1.8715045,453
16479,TOR1B,-3.1475413,5.100684,-2.2781763,6.4229918,459
16480,TOR2A,1.7175238,-3.6630237,3.5877733,-6.9143467,444
16481,TOR3A,0.21002254,11.973354,-0.07557702,11.58385,334
16482,TOR4A,1.1048903,3.3836718,1.7359151,3.7037473,646
16483,TOX,12.363816,11.427432,14.877586,11.84292,39
16484,TOX2,6.571547,14.036049,5.2614446,13.68933,65
16485,TOX3,7.4395294,10.455657,3.0843737,8.804552,1206
16486,TOX4,13.674717,13.838987,11.884017,12.833214,332
16487,TP53,7.5560174,6.2661505,9.580254,5.047015,582
16488,TP53AIP1,1.6971115,11.831499,5.2108316,11.037401,880
16489,TP53BP1,9.498687,-1.4834129,10.568934,7.8136077,613
16490,TP53BP2,6.0589657,2.4324648,8.119872,13.113511,291
16491,TP53I11,5.716411,-3.0398958,1.720794,-2.5238779,878
16492,TP53I13,7.0044355,-3.038319,7.004971,-1.6448702,76
16493,TP53I3,-1.6241553,3.5569797,-3.3577485,3.1470544,468
16494,TP53INP1,16.184402,8.209973,14.92988,6.6924534,296
16495,TP53INP2,0.6006529,13.333003,0.24207652,13.216818,81
16496,TP53RK,11.0228615,11.253821,9.613238,8.614009,636
16497,TP53TG5,10.123564,2.8555825,5.188804,2.1455982,1531
16498,TP63,5.643188,9.929436,7.531057,7.6621795,1573
16499,TP73,8.6967745,6.5137897,6.5008636,4.0214834,58
16500,TPBG,1.3441116,15.651911,0.70120025,14.676483,575
16501,TPBGL,-2.9040978,10.830552,-1.8674017,8.963933,95
16502,TPCN1,-0.46595716,10.164981,7.256744,5.0878425,867
16503,TPCN2,5.0269594,0.8177462,2.1118467,0.9272312,470
16504,TPD52,15.847134,11.22393,14.0238695,10.44322,9
16505,TPD52L1,11.404418,-2.8227625,12.054689,-2.6713066,255
16506,TPD52L2,-1.5993748,3.5874217,-3.3181581,3.1947873,468
16507,TPD52L3,-6.954403,5.2889433,-7.113728,3.9475174,287
16508,TPGS1,-1.6048063,3.5725565,-3.3010442,3.2053866,468
16509,TPGS2,-2.3646502,-4.569949,-2.95862,-4.4360347,360
16510,TPH1,15.778428,3.0321293,15.033478,2.7424917,252
16511,TPH2,1.5790764,0.96849805,-1.3566438,0.13070856,842
16512,TPI1,2.4100676,0.94028753,3.6794167,0.35027012,371
16513,TPK1,0.24348548,5.400696,-1.2810028,5.191083,134
16514,TPM1,-6.976588,7.712061,-4.735702,7.3558354,77
16515,TPM2,1.6451812,-3.7136617,3.5548406,-6.8859158,444
16516,TPM3,0.09564757,-2.9775684,1.6392717,-1.092302,306
16517,TPM4,5.7165375,-3.0401025,1.7254375,-2.5422952,878
16518,TPMT,-7.273364,4.9018,-7.0450273,3.368159,789
16519,TPO,-1.0255737,13.669456,-2.5896652,15.197351,107
16520,TPP1,5.3137403,11.599573,-1.6837853,7.670183,680
16521,TPP2,7.230535,16.064175,7.674685,16.604788,1137
16522,TPPP,-1.2465807,2.1725295,-2.3068292,2.378768,12
16523,TPPP2,5.7741303,1.703691,5.244885,0.3601005,123
16524,TPPP3,-0.4732732,-4.1969023,-0.52023363,-5.7138457,143
16525,TPR,3.6192882,-0.26132336,9.806005,2.0467646,1365
16526,TPRA1,0.8704521,1.4276893,-3.253113,2.7475114,649
16527,TPRG1,13.165807,12.249478,13.548263,13.675604,93
16528,TPRG1L,-1.8849767,10.82658,-2.5309591,7.5868006,401
16529,TPRKB,11.023988,11.253174,9.612477,8.608758,636
16530,TPRN,15.296832,1.3321072,16.528696,1.4420954,604
16531,TPRX1,15.898396,10.789976,14.321433,9.986856,3
16532,TPSAB1,-1.3576605,3.3735547,1.5186207,7.515728,1433
16533,TPSD1,10.603034,15.060453,11.271991,14.930601,174
16534,TPSG1,-0.7804096,0.5272435,-1.5179709,6.9927764,1141
16535,TPST1,7.641965,2.1406898,1.2358764,7.4560504,1384
16536,TPST2,-6.976348,7.7124925,-4.7349796,7.3556232,77
16537,TPT1,2.8444936,5.0091925,0.88530415,6.307761,17
16538,TPTE2,9.102565,-2.733389,10.759359,-0.76540595,124
16539,TPX2,11.590993,4.064138,11.477027,4.0141296,475
16540,TRA2A,10.540321,-4.5408773,8.409364,-3.1896343,883
16541,TRA2B,8.450857,2.6433122,4.1889033,10.878188,25
16542,TRABD,-6.457341,10.481033,-4.551225,10.394138,840
16543,TRABD2A,11.143645,-2.569993,12.343844,-2.7684178,797
16544,TRABD2B,0.3240425,3.8707209,4.609157,1.9867245,1135
16545,TRADD,12.965207,-3.595598,10.930058,-2.6236374,115
16546,TRAF1,-4.778607,-0.61975247,-5.485992,-1.3063586,178
16547,TRAF2,4.7787476,-2.0081134,3.1518283,8.609105,1069
16548,TRAF3,4.7792883,-2.0088212,3.148261,8.614843,1069
16549,TRAF3IP1,8.464305,3.328931,1.7858496,9.843871,975
16550,TRAF3IP2,4.9223485,12.20306,7.1815033,10.377275,142
16551,TRAF3IP3,-1.0609984,-5.3966417,0.47541696,-4.754279,67
16552,TRAF4,7.003112,-3.0428605,7.0141273,-1.6467088,76
16553,TRAF5,14.066495,8.727445,13.433192,8.826593,493
16554,TRAF6,9.283496,10.441689,2.7223437,-0.11160841,671
16555,TRAF7,1.4783657,9.273557,9.943639,10.124475,1405
16556,TRAFD1,10.940244,13.347349,10.222839,12.882393,448
16557,TRAIP,6.081252,-1.5816964,5.544834,-1.5087235,1452
16558,TRAK1,15.296168,5.9812217,16.067183,4.4501896,112
16559,TRAK2,-3.4335337,3.722056,-1.3429842,-1.5687476,1072
16560,TRAM1,15.088412,7.187848,16.226416,9.179977,294
16561,TRAM1L1,-1.2406018,-2.2906666,-3.0739608,-1.0922856,369
16562,TRAM2,8.975094,2.3974433,9.284651,5.224727,818
16563,TRANK1,2.66563,3.848602,-2.5843992,9.324654,650
16564,TRAP1,-2.2188785,-0.15104304,-1.3625755,2.8497403,7
16565,TRAPPC1,2.1119268,9.632778,4.115748,6.837036,1200
16566,TRAPPC10,1.0340346,14.205293,0.1825763,10.4821205,624
16567,TRAPPC11,8.004645,6.79777,7.563556,5.6437,1113
16568,TRAPPC12,-1.8729374,10.814442,-2.502088,7.6081934,401
16569,TRAPPC13,9.574786,9.272169,10.684941,7.617176,758
16570,TRAPPC14,0.39861232,3.5873723,2.6603107,-1.5716531,834
16571,TRAPPC2,9.953954,-1.3672808,6.4735627,-4.2174544,657
16572,TRAPPC2L,9.574867,9.27144,10.686142,7.617614,758
16573,TRAPPC3,8.005996,6.7981973,7.565804,5.64469,1113
16574,TRAPPC3L,4.3668876,12.528353,5.0975204,15.575397,359
16575,TRAPPC4,2.115952,9.645884,4.1158338,6.8368363,1200
16576,TRAPPC5,9.6069355,7.421648,7.434853,2.4064343,194
16577,TRAPPC6A,-1.2019163,0.40726992,0.61716455,-3.0795903,392
16578,TRAPPC6B,4.5814204,1.6863519,9.38581,-0.121111356,1417
16579,TRAPPC8,6.2658863,5.0779777,8.590139,5.6446466,947
16580,TRAPPC9,-3.7473552,13.047316,-2.8732927,11.874943,88
16581,TRARG1,1.7168185,13.549,0.09303196,14.44371,96
16582,TRAT1,16.184864,8.210141,14.932041,6.6894,296
16583,TRDMT1,12.473369,8.971066,12.500786,9.700115,497
16584,TRDN,11.659143,5.485678,11.373089,7.9383693,225
16585,TREH,3.3858397,-0.19704129,11.786221,-0.9550331,1252
16586,TREM1,15.498001,1.4386868,16.399862,1.6348854,59
16587,TREM2,2.4121432,-5.887823,1.7235336,-6.5908775,199
16588,TREML1,-0.4673289,-4.1986914,-0.5132119,-5.715172,143
16589,TREML2,6.169778,2.8387508,-0.90929675,5.852336,1008
16590,TREML4,12.952891,8.5042515,12.012166,9.570395,117
16591,TRERF1,-3.6199105,1.7425482,-3.546352,1.6038375,269
16592,TREX1,6.6199207,16.914318,6.5410447,16.47265,139
16593,TREX2,2.7917342,16.983284,2.1105976,16.63721,85
16594,TRH,7.0073605,11.237055,6.829334,11.468253,410
16595,TRHDE,7.3022265,5.982448,6.57262,6.7020516,1410
16596,TRHR,1.0173264,9.675587,3.6969547,11.910016,154
16597,TRIAP1,1.1804763,8.700459,9.700349,14.880317,323
16598,TRIB1,3.5024378,-1.2594476,2.2755637,-2.7545907,1203
16599,TRIB2,15.49043,1.8726431,16.088326,1.9393886,59
16600,TRIB3,-2.607269,14.371654,-0.81939334,12.77568,397
16601,TRIL,10.063286,-0.9509274,9.439327,-2.0497158,732
16602,TRIM10,-3.2588532,-3.01655,-2.8135746,-3.083172,304
16603,TRIM11,-6.5629478,2.1213322,-5.5443783,3.1665385,302
16604,TRIM13,-1.7140281,5.9753327,-2.005065,4.155171,426
16605,TRIM14,11.138711,-2.6177213,12.452421,-2.8046782,797
16606,TRIM15,1.7166054,10.933693,2.6162567,9.6551075,224
16607,TRIM16,-2.6858072,3.1820905,-1.5352945,4.439308,782
16608,TRIM17,-2.1184747,6.459746,-1.3969885,1.5476469,450
16609,TRIM2,2.7147772,17.04818,2.0398822,16.573618,1104
16610,TRIM21,0.10078284,7.2900496,3.4805071,8.767103,1143
16611,TRIM22,3.8231697,9.816077,-1.7800963,9.5070715,1506
16612,TRIM23,9.231852,-3.180185,9.311687,-0.7103845,1204
16613,TRIM24,1.1477664,9.496941,3.5871642,12.000514,154
16614,TRIM25,3.712683,10.313877,3.3303957,13.979693,390
16615,TRIM26,12.089604,-2.228539,13.415421,-2.481129,43
16616,TRIM27,5.9022427,11.464886,1.6683196,11.933138,1248
16617,TRIM28,-2.9046664,10.83743,-1.8856286,8.943388,95
16618,TRIM29,-2.4501271,9.324121,-0.5909064,4.175344,484
16619,TRIM3,0.39002785,14.191061,-0.4913132,10.473172,1152
16620,TRIM31,11.717862,7.4112916,10.109967,6.3292027,440
16621,TRIM32,10.600058,15.064847,11.260837,14.903799,174
16622,TRIM33,-2.8825235,7.3799644,-2.769096,1.4035232,381
16623,TRIM34,-6.0218496,-0.5820867,-5.6642013,0.13218223,165
16624,TRIM35,10.641704,15.07346,11.219126,14.94253,174
16625,TRIM36,14.396559,10.738322,15.026852,8.08006,35
16626,TRIM37,2.7348473,3.723366,4.3856206,3.9056075,650
16627,TRIM38,14.434196,8.589747,14.043969,8.398961,31
16628,TRIM39,-1.7137641,5.975644,-1.9914285,4.1910405,426
16629,TRIM4,-2.2988472,8.769562,0.1111926,7.0940213,601
16630,TRIM40,7.801228,5.7976875,-1.4817824,7.9146023,1034
16631,TRIM41,-5.1257577,7.4913964,-4.855791,8.444619,244
16632,TRIM42,7.9366665,11.135367,-4.577777,6.059291,1227
16633,TRIM43,4.1165037,8.952877,1.9470321,8.328913,1061
16634,TRIM44,14.456275,10.4732485,15.645406,8.04242,322
16635,TRIM45,4.552784,4.906254,12.844996,1.3274869,952
16636,TRIM46,1.6846311,-2.548631,0.11333468,-3.1389852,172
16637,TRIM47,1.064158,17.260756,3.0382743,17.619389,969
16638,TRIM48,2.949289,-1.3092599,5.884096,-1.56789,1584
16639,TRIM49B,4.2987857,9.117124,1.7387693,8.202181,187
16640,TRIM49D1,4.955756,6.501785,3.7531607,7.3506713,1318
16641,TRIM5,15.096015,8.729545,14.493832,8.223859,31
16642,TRIM50,0.2500996,11.980436,-0.06221552,11.606779,334
16643,TRIM52,-2.0885072,2.9880295,-0.35008004,4.690076,819
16644,TRIM54,-2.9244285,-2.8543372,-3.2665863,-2.9532666,505
16645,TRIM55,7.2140417,2.8791084,2.1934054,0.031080013,845
16646,TRIM56,0.5453606,6.674638,6.594972,13.439991,765
16647,TRIM58,-1.8051782,15.537163,-1.6388597,13.492046,78
16648,TRIM59,13.386369,0.9311775,12.546074,-0.23553623,6
16649,TRIM6,14.041853,7.6331367,13.119605,7.3986883,246
16650,TRIM60,15.725222,9.03197,15.67239,7.127499,271
16651,TRIM61,-1.2616887,1.1371673,-2.0632358,0.26622286,546
16652,TRIM62,-2.7613986,10.271382,-0.8772958,7.6716304,830
16653,TRIM63,13.166113,12.251813,13.5437,13.676337,93
16654,TRIM64C,8.373201,-5.1356616,6.0192137,-0.65808576,982
16655,TRIM65,8.553274,10.898752,9.376669,7.6200304,515
16656,TRIM66,7.9574995,-0.8638833,8.045004,-2.3929682,862
16657,TRIM67,4.8506055,5.618878,9.77193,9.071236,729
16658,TRIM68,-6.885834,7.7992306,-4.789013,7.265202,77
16659,TRIM69,2.5095954,-5.845387,1.8907027,-6.3980403,199
16660,TRIM7,5.8328624,13.920086,5.4512334,14.171143,378
16661,TRIM71,0.1766592,15.977653,-0.6258446,15.343626,230
16662,TRIM72,10.407782,8.436742,7.6940193,-1.3610704,1530
16663,TRIM77,14.998642,7.331391,16.20753,9.16844,294
16664,TRIM8,1.6259627,0.061905336,-2.023218,10.320646,1581
16665,TRIM9,8.014538,9.407957,6.281884,8.273801,585
16666,TRIML1,2.4091175,16.562733,1.4946995,16.154467,384
16667,TRIML2,10.897121,15.500708,10.61573,15.075197,64
16668,TRIO,8.486055,7.617955,7.958605,9.530031,336
16669,TRIOBP,-2.3836784,-4.5664883,-2.9581406,-4.4360948,360
16670,TRIP10,8.518136,7.7392654,7.834271,9.427422,336
16671,TRIP11,9.560362,9.279883,10.673464,7.618087,758
16672,TRIP12,8.284693,0.31398022,11.170311,8.504238,1386
16673,TRIP13,1.0854039,7.6267715,3.4653795,11.062468,1436
16674,TRIP4,11.323384,12.30169,8.420793,8.244761,1031
16675,TRIP6,4.6124406,-2.2819889,7.0931396,0.5621292,643
16676,TRIQK,12.842187,8.929446,12.352641,9.437283,257
16677,TRIR,7.7166634,3.0283427,10.781689,7.088416,827
16678,TRIT1,1.0614008,4.476079,3.8193524,-0.042562705,1012
16679,TRMO,14.838543,8.975828,14.506369,8.671714,31
16680,TRMT1,4.784681,2.365883,2.880454,2.5076988,22
16681,TRMT10A,10.73644,-2.1418889,12.494094,-2.111159,208
16682,TRMT10B,11.911694,8.827588,17.263435,8.528366,460
16683,TRMT10C,4.729536,2.64946,2.5291722,2.76738,197
16684,TRMT11,12.898668,-3.566128,11.042626,-2.5881968,115
16685,TRMT112,3.6403189,4.8099966,1.5554776,5.8705497,331
16686,TRMT12,8.9237175,8.598482,5.0841703,1.7546098,1460
16687,TRMT13,10.53814,-0.2547135,11.241874,1.5807748,346
16688,TRMT1L,-3.126551,5.0865183,-2.271746,6.421176,459
16689,TRMT2A,5.7445784,0.5210754,-0.8585887,4.850371,1026
16690,TRMT2B,-3.2149613,11.473066,-2.982918,10.547992,243
16691,TRMT44,-5.376557,0.25169387,-5.0983243,-0.69671106,218
16692,TRMT5,11.022526,11.253869,9.611258,8.605027,636
16693,TRMT6,3.6154711,4.8090334,1.6013024,5.995717,331
16694,TRMT61A,2.3349214,10.071816,6.054697,10.730631,236
16695,TRMT61B,-1.133354,8.200859,4.327461,2.541501,851
16696,TRMT9B,-1.1187922,10.626958,-0.12655614,8.520782,989
16697,TRMU,11.008783,10.3075285,10.443236,10.281738,313
16698,TRNAU1AP,6.274964,3.2015631,10.167882,4.0400968,1524
16699,TRNP1,5.5797024,-0.40985823,4.7330847,4.5207314,1140
16700,TRNT1,2.6726825,5.9656897,0.7165552,7.7667246,668
16701,TRO,-1.7134284,5.9765444,-1.9824613,4.1920004,426
16702,TROAP,11.573204,4.0342975,11.484286,3.922505,475
16703,TRPA1,-1.0468079,-3.3694594,-4.585445,-2.5997107,289
16704,TRPC1,9.435925,14.431988,9.358569,14.071787,179
16705,TRPC3,-4.77851,-0.61983156,-5.4861484,-1.3065217,178
16706,TRPC4,6.5895457,14.221138,5.2708683,13.674832,65
16707,TRPC4AP,9.596207,7.5649147,9.768517,4.605042,194
16708,TRPC5,8.7053585,-4.1563444,6.5787373,-6.1791663,1076
16709,TRPC5OS,7.10899,2.8191564,6.8471055,-3.2982388,1534
16710,TRPC6,5.8332896,13.921984,5.4511046,14.169804,378
16711,TRPC7,7.3355236,8.519285,6.9296975,7.085764,130
16712,TRPM1,11.103419,-2.591058,12.429937,-2.7781775,797
16713,TRPM2,-4.179586,8.572847,-7.2173862,7.5491157,283
16714,TRPM3,14.078903,8.924329,13.693916,8.621434,746
16715,TRPM4,12.913759,5.9708505,11.82329,6.312767,523
16716,TRPM5,-3.5166516,7.1827183,-0.8780951,6.6732087,811
16717,TRPM6,10.569888,-0.2676387,11.226924,1.4856404,346
16718,TRPM7,0.51562667,5.315367,-1.5005893,5.307717,134
16719,TRPM8,-2.914633,10.826653,-1.8759358,8.957174,95
16720,TRPS1,14.042293,7.631871,13.121144,7.3995953,246
16721,TRPT1,-0.03932152,0.17174271,-0.6103838,3.3570797,1114
16722,TRPV1,7.4071155,16.414228,7.591924,16.372063,82
16723,TRPV2,3.3259144,-6.2380652,3.7961044,-2.2636914,265
16724,TRPV3,-1.624988,12.923807,-0.39551184,12.51603,1153
16725,TRPV4,4.3185134,13.176142,1.1371533,13.02772,1463
16726,TRPV5,-1.0253983,13.6690445,-2.5892336,15.196849,107
16727,TRPV6,-3.0994363,0.39167663,-3.09058,0.78680366,538
16728,TRRAP,3.095181,5.150085,0.97915596,6.2661653,17
16729,TRUB1,14.059713,8.725868,13.450876,8.811422,493
16730,TRUB2,4.771124,2.296058,2.7714624,2.6085722,22
16731,TSACC,1.7240807,-2.585168,0.097234905,-3.126184,172
16732,TSBP1,13.165794,12.249053,13.554532,13.679494,93
16733,TSC1,-0.8312968,1.5518218,3.9014485,4.3421416,1109
16734,TSC2,-0.81168395,1.5407112,3.9039428,4.340217,1109
16735,TSC22D1,6.260717,13.902316,5.34263,14.064996,733
16736,TSC22D2,9.037636,5.4602914,9.925801,0.32893667,931
16737,TSC22D3,-1.4514925,-2.228013,-3.338897,-1.3832585,369
16738,TSC22D4,-0.6244643,11.995824,4.823729,12.206147,79
16739,TSEN15,7.006857,11.233708,6.8298078,11.468901,410
16740,TSEN2,2.6265922,5.9206214,0.7302197,7.719538,668
16741,TSEN34,2.6064982,5.8937826,0.69603086,7.780195,668
16742,TSEN54,8.681452,10.112492,2.2502034,12.497829,1062
16743,TSFM,4.8003526,2.0018938,3.020938,2.3852146,293
16744,TSG101,6.730459,0.691953,5.549968,5.268713,825
16745,TSGA10,12.415418,10.947164,14.502568,11.856148,699
16746,TSGA10IP,8.026036,3.536044,7.621779,-3.549322,1541
16747,TSGA13,1.1276966,-1.4836065,7.5233517,6.110366,1564
16748,TSHB,10.8569145,2.725115,7.488784,3.2247283,258
16749,TSHR,6.013774,3.3441868,7.3101244,2.0541997,1264
16750,TSHZ1,2.7683208,16.949781,2.040366,16.575386,85
16751,TSHZ2,7.3727746,16.651215,7.496063,16.643827,82
16752,TSHZ3,12.088523,-3.0998085,11.82689,-3.7797725,206
16753,TSKS,-2.9012263,4.94328,-2.112106,6.341101,459
16754,TSKU,-3.1384172,5.8945208,-0.8119204,-0.017918445,386
16755,TSLP,15.000579,7.329289,16.208393,9.169048,294
16756,TSN,1.4086448,-0.18271904,-0.721788,-2.1366956,651
16757,TSNARE1,0.38079712,9.630926,-2.54804,0.47147894,1033
16758,TSNAX,13.24064,13.554223,11.961029,13.351667,73
16759,TSNAXIP1,-2.7610545,10.273641,-0.8833262,7.681238,830
16760,TSPAN1,3.2278023,0.37197286,7.888835,-4.7179294,309
16761,TSPAN10,7.697213,-1.611598,7.8821344,-1.7043222,778
16762,TSPAN11,-3.4309697,-2.868444,-2.6525402,-2.9394197,304
16763,TSPAN12,11.718573,7.410017,10.121175,6.322623,440
16764,TSPAN13,8.065989,11.844372,7.9160495,11.440332,647
16765,TSPAN14,2.4136405,-5.9805717,1.7171785,-6.578683,199
16766,TSPAN15,0.19397658,16.034594,-0.5517407,15.29562,230
16767,TSPAN16,17.069176,5.8848825,16.536648,5.450715,13
16768,TSPAN17,-5.4130483,3.6769712,-4.4329886,3.5317776,240
16769,TSPAN18,4.0507145,-6.3410215,6.0362353,-6.831763,30
16770,TSPAN19,15.453585,5.5661573,15.751436,5.092796,998
16771,TSPAN2,11.503419,2.5861433,10.973562,5.2895856,149
16772,TSPAN3,13.474987,-1.419327,14.926543,-0.9043065,455
16773,TSPAN31,-1.206682,6.978957,2.259375,5.5055823,298
